time (s),zmp_x,zmp_y,area,perimeter,com_x,com_y,com_z,init_x_offset
0.078,0.8992791024931832,1.1694193291913217,112.155,33.650265400697826,0.6460864500263448,2.791000130692673,24.889345915121307,0.0
0.181,0.4493924363127143,1.57743706069609,229.32999999999998,42.70768096208106,-0.9061053384700947,2.9725775167183492,24.818055393994253,-0.021709725260734558
0.28,0.3270536008709097,3.0024805486574255,112.155,33.650265400697826,0.2422945649928903,6.7148986249040545,24.115525292589673,-0.02266816981136799
0.38,1.1262139028005076,2.3558805385759687,229.32999999999998,42.70768096208106,3.321181715371931,0.7727066756949834,24.89573666876692,-0.022928819060325623
0.48,0.6371269562778814,1.8960210122069618,229.32999999999998,42.70768096208106,-1.0284719887191889,-0.024557919614204927,25.020437790041573,-0.021226288750767708
0.577,-0.5807679458544379,0.9597799521531986,229.32999999999998,42.70768096208106,-4.256706506819721,-2.3813726978018472,24.640151207530042,-0.022268207743763924
0.681,-0.5824563150971781,1.4793696402194332,112.155,33.650265400697826,-0.2850438686282261,2.452590180794969,24.930707330754707,-0.02486323192715645
0.782,-1.4909410798645069,1.4909560110335145,229.32999999999998,42.70768096208106,-4.033432977601649,1.5465561132436685,24.60712824565482,-0.024866830557584763
0.88,-2.196961620995577,3.3536123236606903,112.155,33.650265400697826,-3.4955691260201704,8.609299085827553,23.24724690929584,-0.02680322900414467
0.981,-1.8163280655813658,2.6367681699578664,229.32999999999998,42.70768096208106,0.04744870334147244,0.4401692785924747,25.09659977709921,-0.028308581560850143
1.083,-2.0982356720082245,2.2967911574122892,229.32999999999998,42.70768096208106,-2.4168554939876317,0.7232570100884222,24.91891952750329,-0.027496948838233948
1.182,-2.4320620111232345,1.1044080110309744,229.32999999999998,42.70768096208106,-2.6687288371780147,-2.990800394711018,24.762560502261262,-0.028098052367568016
1.277,-1.7760315331298906,1.2555990674727047,112.155,33.650265400697826,1.0359420216638553,1.2625134972043266,25.02541951689728,-0.028809966519474983
1.381,-2.0797068666402394,1.3859645111856524,229.32999999999998,42.70768096208106,-2.534488784405533,1.7984170066118415,24.783921728117292,-0.02741103246808052
1.481,-1.7599867131219913,2.8254666928703944,112.155,33.650265400697826,-0.10380442365998616,7.061498104497636,24.046053790584747,-0.02805854193866253
1.58,-1.8986865962791966,2.2485929940793388,229.32999999999998,42.70768096208106,-1.6787204008187244,0.4901032446579895,25.044146347540256,-0.027376823127269745
1.679,-2.3285508558854895,2.110844068928314,229.32999999999998,42.70768096208106,-3.213584596043385,1.3257713807369336,24.782352001044433,-0.027672551572322845
1.781,-3.12254859008908,0.750542662452151,229.32999999999998,42.70768096208106,-4.588481517575677,-3.8036873938243514,24.374565766910106,-0.02858920767903328
1.879,-2.8118174254648545,0.6107239783164251,229.32999999999998,42.70768096208106,-0.8011548536852288,-0.04482876783511665,25.083956118352347,-0.0302828848361969
1.98,-3.1167527101512746,0.5637287273047613,229.32999999999998,42.70768096208106,-3.4610146472304333,0.4943134957001901,24.724715892445747,-0.0296199768781662
2.081,-2.5584664801791814,2.4652865797139314,112.155,33.650265400697826,0.128442848367472,8.400192977082442,23.667894215638604,-0.030270518735051155
2.18,-2.392380893872971,2.6800204399949443,229.32999999999998,42.70768096208106,-1.0648431680511548,3.434975513738239,24.896848297835046,-0.029079565778374672
2.281,-2.6794866275766562,2.492160864109801,229.32999999999998,42.70768096208106,-3.0465314576604725,1.5645308137468317,24.78204202369933,-0.028725337237119675
2.378,-2.751674762941468,0.7799446687813782,229.32999999999998,42.70768096208106,-2.1935227104425477,-5.058963599843901,24.496473089333705,-0.029337698593735695
2.479,-2.7069531095562147,0.19454922330228352,229.32999999999998,42.70768096208106,-1.7172246256657973,-1.888357101934623,24.97279990488678,-0.029491683468222618
2.578,-3.296386674866906,0.4558734960513031,229.32999999999998,42.70768096208106,-4.503993918381618,1.2960179243937433,24.533532541075733,-0.029396286234259605
2.68,-3.016083656578857,2.014452242094425,112.155,33.650265400697826,-1.3159856927155662,7.081598929199255,24.010274749453295,-0.030653798952698708
2.779,-3.1202322243451226,2.205310287964442,229.32999999999998,42.70768096208106,-2.5452527923407127,2.940870656998927,24.852960315212314,-0.030055740848183632
2.878,-3.4395137699755844,2.111607971377569,229.32999999999998,42.70768096208106,-3.678075820517376,1.7252584222347387,24.700383341920745,-0.03027794323861599
2.977,-3.730936242260113,1.9676206023132639,112.155,33.650265400697826,-3.517901178019763,0.8544074552557825,24.787162426157728,-0.03095921501517296
3.081,-3.6349662236399483,1.645164658504524,229.32999999999998,42.70768096208106,-2.189907053475596,0.13344269917244586,25.037467715996428,-0.03158115968108177
3.18,-3.8702679696370152,1.5985216216911493,112.155,33.650265400697826,-3.710301718286897,1.0816437486045294,24.690634925642986,-0.03137633204460144
3.277,-3.698716157604067,2.5925037465164094,112.155,33.650265400697826,-2.094673939477044,5.6039195629370715,24.32152467064714,-0.03187855705618858
3.378,-3.4204191556729784,2.672712848792103,229.32999999999998,42.70768096208106,-1.423983662890428,2.9842114541714664,24.974377819668874,-0.031512390822172165
3.478,-2.5418102758257715,2.551926393878767,229.32999999999998,42.70768096208106,1.0024760277990774,2.090468390441765,24.961603212567788,-0.030918467789888382
3.579,-1.7321430196910168,1.7471829623748403,229.32999999999998,42.70768096208106,1.7490201900247313,-1.1940699039733527,25.047709641390714,-0.02904404141008854
3.678,-0.5566028066604488,1.6261026736667394,112.155,33.650265400697826,3.6989993308822786,0.652779623751555,24.873042958724156,-0.027317458763718605
3.779,0.07297718358467992,1.3508580897725815,229.32999999999998,42.70768096208106,2.270719031258161,0.08566260466650286,24.927467082684533,-0.02481173351407051
3.882,0.9484113898403419,2.2104707980762877,112.155,33.650265400697826,3.980311744395907,4.872161017857514,24.3089448406136,-0.023470165207982063
3.978,1.8412492193742565,2.5098377532481546,229.32999999999998,42.70768096208106,4.729870603234286,3.5232980869245996,24.437112186187562,-0.021605057641863823
4.078,1.3672851253724891,2.304459923803314,229.32999999999998,42.70768096208106,-0.5252346501748347,1.6777349245204853,25.007559298598764,-0.019703157246112823
4.178,0.6797313193185764,1.1399158290488984,229.32999999999998,42.70768096208106,-1.4040232926818883,-3.001995991641619,24.86884068382007,-0.020712755620479584
4.28,0.060234100152536496,0.7197269368612984,229.32999999999998,42.70768096208106,-1.5683348700473991,-0.9434860921431315,25.04548713123247,-0.02217744290828705
4.381,-0.09586421743359402,0.8572918434218721,112.155,33.650265400697826,-0.4027964971194766,0.9790804290555569,24.988235580706142,-0.023497316986322403
4.478,0.7116427393000082,2.1831942029911797,112.155,33.650265400697826,3.5750658378058473,6.598485547413475,23.965929608174417,-0.023829923942685127
4.578,1.16054569279693,2.8870208747436767,112.155,33.650265400697826,2.8858205855478007,4.918300736467554,24.49640724520989,-0.022109458222985268
4.679,1.795263014231278,2.4985970964937247,229.32999999999998,42.70768096208106,3.4650678006601834,1.2511001401861177,24.781108242114115,-0.021153153851628304
4.779,2.1949330560564064,0.8967711220819359,229.32999999999998,42.70768096208106,3.4259193875273457,-4.673598985324383,24.478919916495517,-0.01980111189186573
4.879,2.295460699635234,0.6541343956528083,229.32999999999998,42.70768096208106,2.452570953149931,-0.5121241464646137,24.998560973086764,-0.01894979551434517
4.979,2.3583429048080635,1.0265563133983495,112.155,33.650265400697826,2.125519674238853,1.7592308914465262,24.882435969681918,-0.018735669553279877
5.079,2.238138342385071,2.5169990870356003,112.155,33.650265400697826,1.7096762346546324,7.421896882176338,23.893778052711763,-0.018601730465888977
5.179,2.002225834369141,3.247788969201699,112.155,33.650265400697826,1.2210698806944777,5.158814963497135,24.500834444745553,-0.018857767805457115
