time (s),zmp_x,zmp_y,zmp_x_lama,zmp_y_lama
3.26,1.6351013267374022,2.2207494002120796,3.1360756747690504,4.600833211513955
3.36,2.0395592319730955,1.5334915369001945,3.657390852915868,-1.2155399163473466
3.464,1.5480261622640383,0.8027185602909364,-0.41810611657219093,-2.120373346146096
3.559,1.5748243584847832,0.717969665452258,1.6820171433677615,0.3789740860975443
3.658,1.4134628924041857,1.0024436290346364,0.7680170280817954,2.140339483364149
3.758,0.7032820556275278,1.642740286951049,-2.1374412914791034,4.203926918616699
3.858,1.5985360046666512,2.1025307710148695,5.179551800823144,3.9416927072701515
3.958,2.2136662171328556,1.408481318942605,4.674187066997673,-1.367716489346453
4.058,1.2130156062744766,0.8373897858939032,-2.78958683715904,-1.4469763463009042
4.158,1.196217848007315,0.5549553400885467,1.1290268149386677,-0.5747824431328793
4.258,0.8809998769839527,1.0476879540823587,-0.379872007109496,3.0186184100576057
4.359,0.6392772080818685,1.3897161604121804,-0.3276134675264688,2.7578289857314675
4.458,1.322761188417101,1.8812150214419805,4.056697109758031,3.8472104655611803
4.559,1.8012977232468301,1.1863978190189037,3.7154438625657455,-1.5928709906734042
4.658,1.2062386954167779,0.9168040509169524,-1.173997415903431,-0.16157102149085334
4.759,1.2475690065406413,0.9461842404406683,1.4128902510360946,1.0637049985355316
4.858,0.6931186530420523,1.45654979864186,-1.5246827609523042,3.498012031446627
4.958,0.3888346156926964,1.399720854843089,-0.8283015337047273,1.172405079648005
5.058,1.0079430243831644,1.4625395699468673,3.4843766591450365,1.7138144303619793
5.159,1.6625315998378931,0.8262145708722171,4.280885901656808,-1.7190854254263843
5.258,1.092955940016249,0.8321027388702844,-1.1853466992703272,0.8556554108625536
5.359,1.0263022444639749,1.1483128582441693,0.7596874622548778,2.413153335739709
5.458,0.7406058875778512,1.58369330861535,-0.4021795399666442,3.325215110100072
5.559,0.1868985588798337,1.4334815500928593,-2.0279307559122364,0.8326345160028958
5.658,0.7733872922844207,2.3457134491343523,3.1193422259027686,5.994641045300324
5.759,1.5668322757007835,1.5533964921003967,4.740612209366234,-1.6158713360354253
5.859,1.3412467399320678,1.361467288385307,0.4389045968572046,0.593750473524948
5.96,1.0684881736342293,0.7707558577390257,-0.022546091557125447,-1.5920898648461002
6.059,1.077606228605051,1.1784766892574785,1.114078448488337,2.809360015331289
6.159,0.25621436117471286,1.1005877352330604,-3.0293531085466396,0.7890319191353882
6.259,1.3715966290465245,1.674988439977852,5.833125700533771,3.972591258957018
6.359,1.8582994446076084,1.0374818814275115,3.805110706851944,-1.5125443527738514
6.459,1.586937307702624,0.9055810018596384,0.5014887600826873,0.3779774835881452
6.56,1.8444027645326826,0.4829097496239272,2.874264591852916,-1.207775259318918
6.658,1.823297629335033,1.1410927606003962,1.738877088544434,3.773824804506272
6.759,1.43315885404697,1.0775827727063536,-0.12739624710528225,0.8235428211301828
6.858,2.487978439388383,2.079845264329758,6.707256780754035,6.088895230823374
6.959,2.646675830213379,1.4952781037411929,3.281465393513363,-0.8429905386130679
7.058,2.585532285850551,1.4547262089920094,2.3409581083992377,1.2925186299952756
7.16,2.7087604221432082,0.6145935375991906,3.201672967313837,-2.7459371479720853
7.259,2.4523576269670384,1.0581000477108078,1.4267464462623591,2.8321260881572767
7.36,1.5879984027979555,1.0761509082946252,-1.869438493878377,1.148354350629895
7.456,2.4500121043708756,1.9685048275556303,5.898066910662556,5.537920504599651
7.559,2.6319126687674013,1.7022329692912594,3.3595149263535027,0.6371455362337757
7.659,2.390622942227887,1.5035334622196412,1.4254640360698279,0.7087354339331671
7.759,2.1012981517105738,0.5228435725884596,0.9439989896413203,-3.3999159859362673
7.859,2.1155354497071825,0.8873537918286573,2.172484641693617,2.3453946687894476
7.959,1.790348329515678,1.030266569411074,0.4895998487496586,1.6019176797407408
8.059,2.2579109724953024,2.7835817429888543,4.1281615444138,9.796842437299976
8.158,2.433144577354697,2.750956559235869,3.1340789967922733,2.620455824223928
8.258,2.45979278626465,2.4758144812333023,2.566385621904461,1.375246169223035
8.358,2.1832749442335673,1.1663945449345203,1.0772035761092351,-4.071285200260608
8.461,2.588347158139388,1.1205486154744615,4.20863601376267,0.9371648976342261
8.558,1.8202361254716897,1.2372772097681493,-1.2522080051991038,1.7041915869429007
8.658,2.002538251697228,2.2507739728250584,2.7317467565993807,6.304761025052695
8.759,2.17904138362441,2.4761120011399598,2.885053911333137,3.377464114399564
8.858,2.406435476652231,2.0157750313031295,3.3160118487635155,0.1744271519558087
8.96,2.3550704044299504,0.7642454049304875,2.149610115540828,-4.241873100560081
9.059,1.9934266041672692,0.5688338845166659,0.5468514031165435,-0.21281219713862048
9.159,1.5571821746737848,1.0476184422903292,-0.1877955433001533,2.9627566733849813
9.258,1.9454970021563514,2.281355614963472,3.498756312086617,7.216304305656044
9.36,2.1256154515966474,2.6017405187189993,2.8460892493578314,3.8832801337411063
9.458,2.2341973432385847,2.1397248045786545,2.6685249098063326,0.2916619480172736
9.559,2.0954132489573505,1.007197533781887,1.540276871832412,-3.5229115494051833
9.659,1.4194087512596347,0.795328472052406,-1.2846092395312292,-0.05214777486551875
9.759,1.6159215586423972,1.0119982688591882,2.4019727881734467,1.8786774560863169
9.858,2.202374614695154,2.1110893261081305,4.54818683890618,6.5074535551039
9.959,2.5976817486747965,2.509157893503822,4.178910284593365,4.101432163086588
10.058,2.076966049803626,1.9610648145652072,-0.0058967456810561925,-0.23130750118925308
10.158,1.4656955431915994,0.9488725072198056,-0.9793864832565081,-3.099896722161801
10.258,1.1778068971048232,0.4928908642427903,0.026252312757718776,-1.331035707665271
10.359,1.0514590219853412,0.8203940317514,0.5460675215074129,2.1304067017858386
10.458,1.3567118562391771,1.78402466859142,2.5777231932545197,5.6385472159515
10.558,1.8935213562216875,2.0938195649960476,4.040759356151728,3.3329991506145564
10.658,2.3652888452155767,1.5910955973599843,4.252358801191132,-0.4198002731842699
10.759,1.7765082166911674,1.0182251324853646,-0.5786142974064696,-1.273256727013115
10.858,1.1162952788898595,0.7076321933973857,-1.5245564723153726,-0.5347395629545302
10.959,0.9053672529526446,1.153289365585548,0.061655149203785446,2.935918054338198
11.062,0.9842306248646793,1.760776547283244,1.2996841125128176,4.190725274074028
11.156,1.7428248386754115,2.0659167842644575,4.7772016939183395,3.2864777321893106
11.259,2.283123887036265,1.398134354872243,4.444320080479679,-1.2729953626966166
11.358,1.2861127439341193,0.9184343915362175,-2.7019318284744647,-1.0003654618078843
11.458,1.2907962206001402,0.5629658811251332,1.3095301272642228,-0.858908160519204
11.559,0.9663692625808626,1.0166386620313914,-0.331338569496248,2.8313297856564237
11.658,0.5641342322019933,1.4370085026691006,-1.0448058893134844,3.1184878652199366
11.759,1.3683134968806558,1.7945335411876893,4.585030555595306,3.224633695262044
11.858,2.0278486425580637,1.156996318561105,4.665989225267694,-1.3931525719452331
11.958,1.4952107538016846,0.9203356443284648,-0.635340801223833,-0.026307052602095902
12.058,1.649690095922938,0.8119626663610977,2.2676074644079516,0.3784707544916286
12.158,1.0863362141515474,1.3001009326703874,-1.1670793129340145,3.2526539979075455
12.258,0.6776958336680263,1.3803430583530731,-0.9568656882660582,1.7013115610838156
12.359,0.8723184438035254,1.5434321834189337,1.6508088843455218,2.1957886836823755
12.456,1.5112511243798021,0.9808424516055441,4.066981846684909,-1.2695164756480148
12.561,1.2524560237313942,0.8030790218700088,0.21727562113776278,0.09202530292786724
12.659,1.547941560264467,0.7317503054771199,2.729883706396758,0.44643543990556445
12.76,1.2835972782936798,1.1629562263290054,0.22622015041053,2.8877799097365466
12.859,0.6797088591734516,1.3332477615334635,-1.7358448173074608,2.0144139023512952
12.959,1.1007132161592381,2.1733118031221412,2.7847306441023836,5.533567969476851
13.059,1.6330972498266791,1.3888335930719864,3.762633384496443,-1.7490792471286327
13.158,1.2257589497164696,1.2909280285697702,-0.403594250724369,0.8993057705609057
13.258,1.3907058797249032,0.9484422066364302,2.0504935997586378,-0.42150108109693
13.359,1.54092610574965,1.4597992292714794,2.1418070098486366,3.505227319811676
13.461,0.9052382848748415,1.2925627646485098,-1.6375129986243926,0.623616906156631
13.559,1.6668639287749472,1.7413498529783653,4.71336650437537,3.5364982062977863
13.657,2.2282999044062644,1.080946833797881,4.474043806931531,-1.560665242924057
13.76,1.8565685388380553,0.9880098430367407,0.369643076565218,0.6162618799921791
13.86,2.127580681474771,0.3106910079606588,3.211629252021632,-2.3985843323436686
