time (s),zmp_x,init_x_offset
0.0,3.1079021834029357,0.0
0.094,3.1376880963791827,-0.017309442162513733
0.195,3.1267711695461937,-0.017282327637076378
0.294,3.1113071878789933,-0.017273737117648125
0.395,3.1036963154632193,-0.01728542149066925
0.494,3.1284888243013516,-0.01730390079319477
0.593,3.1046142717291714,-0.0172889344394207
0.695,3.1359012307701883,-0.017305610701441765
0.795,3.149151026654093,-0.017281407490372658
0.895,3.1343775945887353,-0.017246143892407417
0.996,3.1377051563602993,-0.017235662788152695
1.094,3.125477124141982,-0.017223283648490906
1.194,3.120359789795,-0.017228053882718086
1.294,3.113956455689425,-0.017238011583685875
1.395,3.118906441498572,-0.017253661528229713
1.494,3.089500596873133,-0.017260242253541946
1.594,3.101821709031433,-0.017300792038440704
1.694,3.109401989210503,-0.017318448051810265
1.795,3.1163416367394507,-0.01732347533106804
1.894,3.1279082487470804,-0.017319170758128166
1.995,3.2480869363688853,-0.01730184629559517
2.094,3.429038886454687,-0.017143772915005684
2.195,2.2291390846468584,-0.0168001726269722
2.294,2.036023871636552,-0.017965169623494148
2.395,3.4472892169441964,-0.019128907471895218
2.495,1.655404480706401,-0.018366379663348198
2.595,-0.5060376257401518,-0.01990661770105362
2.694,0.5023725169426332,-0.023732539266347885
2.795,0.874636642366859,-0.025583185255527496
2.894,2.747406612993053,-0.026616984978318214
2.993,3.5403830015559667,-0.025196699425578117
3.096,3.379959089746372,-0.02310889959335327
3.195,4.219727267197568,-0.021631168201565742
3.295,3.40500564118518,-0.019441261887550354
3.395,1.7783869764390248,-0.018667003139853477
3.494,1.3819629187791387,-0.019999537616968155
3.595,1.8438399098524778,-0.021541275084018707
3.694,1.1058657910970209,-0.022220412269234657
3.796,1.3902914654849368,-0.023649290204048157
3.895,0.9659423015287651,-0.024451082572340965
3.997,0.4638384305030688,-0.025601735338568687
4.096,3.0061945066015716,-0.027124783024191856
4.194,3.1928736658769665,-0.025292392820119858
4.293,2.5481826304746926,-0.02360246516764164
4.395,3.7110877755529526,-0.02302415296435356
4.495,2.8062295058521487,-0.021166017279028893
4.595,0.764956656163893,-0.020765338093042374
4.695,2.1366486992965696,-0.022894322872161865
4.794,2.8328829215748446,-0.022951480001211166
4.894,1.903587880959062,-0.02216172404587269
4.995,1.9693206285473797,-0.022645074874162674
5.096,2.0486421962556887,-0.02295287512242794
5.196,1.0960017474762302,-0.023103928193449974
5.295,3.5528055723932064,-0.024367941543459892
5.396,4.290877765401127,-0.022430986166000366
5.495,2.689600088872267,-0.019995735958218575
5.596,2.848432829856505,-0.019969068467617035
5.695,2.2161648657955424,-0.019757134839892387
5.796,-0.013587641231441072,-0.02034630998969078
5.896,0.47951894106727416,-0.02349335327744484
5.995,0.952881107366845,-0.025419259443879128
6.094,1.1575781807649872,-0.026391951367259026
6.194,2.403364540411247,-0.026924466714262962
6.296,2.0729469182174207,-0.0258555356413126
6.396,0.4923828064295742,-0.025396892800927162
6.496,2.351585504700278,-0.02692665532231331
6.596,3.4135231710609,-0.025919420644640923
6.696,2.144746123905283,-0.023839309811592102
6.796,2.229502262221021,-0.023697752505540848
6.896,1.7415468466741437,-0.023482799530029297
6.995,-0.6641054370151787,-0.023896383121609688
7.096,-0.5320905275768023,-0.027114033699035645
7.195,0.5286709516018094,-0.029529735445976257
7.295,1.0400194135983094,-0.030189383774995804
7.395,2.4164132174213195,-0.03010348416864872
7.494,2.5267963193612104,-0.02838309109210968
7.595,0.8581916128947826,-0.026874316856265068
7.695,1.9814235201797734,-0.027669623494148254
7.795,4.073228210699665,-0.02695799060165882
7.894,3.3746899812430367,-0.023878518491983414
7.993,3.291977532048211,-0.022253187373280525
8.096,3.0303670159644946,-0.021052176132798195
8.196,1.1246885912178355,-0.020405299961566925
8.295,1.2863059574348237,-0.022174613550305367
8.396,1.4071245035612927,-0.023396125063300133
8.495,2.611773712160364,-0.024228351190686226
8.595,3.1392239161444087,-0.023448551073670387
8.695,3.899822371285706,-0.022191772237420082
8.797,3.2973097006485528,-0.020273631438612938
8.896,3.0340736839049924,-0.019462132826447487
8.996,3.6380338961380696,-0.019128818064928055
9.095,3.1707723086166135,-0.018137414008378983
9.196,1.1881468248400964,-0.01790500432252884
9.295,0.2005574286041486,-0.020098228007555008
9.394,-0.4426473530470375,-0.02303791232407093
9.495,1.2579187677287178,-0.02616150677204132
9.596,4.036488120263185,-0.02661970444023609
9.695,4.413705429700897,-0.023651976138353348
9.795,3.455891469651839,-0.020825134590268135
9.895,4.256564849231783,-0.019713038578629494
9.994,3.2770887545736027,-0.017862552776932716
10.095,1.4461043324976792,-0.0175575353205204
10.194,1.0884409248422247,-0.019510703161358833
10.294,2.0453657538795755,-0.021502433344721794
10.395,1.0020693707295938,-0.021947508677840233
10.494,-0.673910333149084,-0.02355552278459072
10.594,0.6254615093292173,-0.026853110641241074
10.694,3.6696248666226223,-0.02793193608522415
10.794,5.662548110818491,-0.025141999125480652
10.894,6.779124836925601,-0.02051854133605957
10.994,6.261453866446133,-0.01547988224774599
11.094,5.586674817845131,-0.012070161290466785
11.194,4.611862135633293,-0.01015211921185255
11.294,2.8684607915408122,-0.009787460789084435
11.396,2.5647661244823095,-0.01158781535923481
11.495,2.7659073531376452,-0.013392533175647259
11.595,2.807664746463793,-0.014594937674701214
11.694,3.0529506518684864,-0.015506752766668797
11.794,3.093481164331495,-0.015941862016916275
11.893,3.2666206496797816,-0.01624131202697754
11.995,3.0962760990598928,-0.016273103654384613
12.094,2.944607346747424,-0.016502952203154564
12.195,2.97244787756691,-0.01686883345246315
12.295,2.867296755290369,-0.017128128558397293
12.396,2.7659007383645347,-0.01746174693107605
12.496,2.815445801829766,-0.017850317060947418
12.595,2.9544791745201016,-0.01810171827673912
12.695,2.939320469267166,-0.018136000260710716
12.795,2.9524543580311144,-0.018181614577770233
12.896,3.228935926655496,-0.018202347680926323
12.993,3.054595099634758,-0.01788715459406376
13.095,2.9574747150292913,-0.01784420944750309
13.195,3.142347283994167,-0.017926398664712906
13.294,3.049083721041427,-0.017770301550626755
13.395,2.82287362653452,-0.017757341265678406
13.495,2.9666597704593363,-0.01801842451095581
13.595,3.1272831960360676,-0.018054747954010963
13.696,2.972461304036477,-0.017891058698296547
